category,storename,type,address,lot_address,postal_code,rating,latitude,longitude,images,hours,menu
강남역 음식집,신선한형제들,생선회,서울 서초구 강남대로65길 12 한서그린빌리지 110호,서초동 1308-16,06612,4.42,37.48818,127.01751,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240826_3%2F1724680877382nb3y4_JPEG%2FPBA_1114.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240826_209%2F1724679338395noei7_JPEG%2FPBA_0843.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240826_195%2F1724679338564zzqEb_JPEG%2FPBA_0805.jpg""]","{""일"": [""11:15 - 22:00""], ""월"": [""11:15 - 22:00""], ""화"": [""11:15 - 22:00""], ""수"": [""11:15 - 22:00""], ""목"": [""11:15 - 22:00""], ""금"": [""11:15 - 22:00""], ""토"": [""11:15 - 22:00"", ""- 연중무휴/브레이크타임없음"", ""접기""]}","""모듬회(大) (145,000)\n모듬회 (75,000)\n욕지도 活 고등어회 (55,000)\n여수大 삼치 (60,000)"""
강남역 음식집,한우부티크 강남점,소고기구이,서울 서초구 서초대로78길 38 8층,서초동 1327-35,06621,4.42,37.48818,127.01751,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230919_226%2F1695102235207vKIVh_JPEG%2F%25B2%25D9%25B9%25CC%25B1%25E2DSC01213.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230919_48%2F1695102235194rHAwy_JPEG%2F%25B2%25D9%25B9%25CC%25B1%25E2DSC01192.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230919_154%2F1695102235180mTb2L_JPEG%2F%25B2%25D9%25B9%25CC%25B1%25E2DSC01201.jpg""]","{""일"": [""정기휴무 (매주 일요일)""], ""월"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""화"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""수"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""목"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""금"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""토"": [""11:00 - 22:00"", ""21:30 라스트오더"", ""접기""]}","""시그니쳐 꽃등심 (56,000)\n스페셜 안심 (58,000)\n살치살 (62,000)\n한우된장찌개 (8,000)"""
강남역 음식집,청간막국수,막국수,서울 서초구 서초대로78길 22 홍우빌딩 2층,서초동 1327-1,06621,4.42,37.48818,127.01751,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230815_159%2F1692098950227d3mxs_JPEG%2F%25C3%25BB%25B0%25A3-72580-00.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230815_149%2F16920989604832KtyV_JPEG%2F%25C3%25BB%25B0%25A3-72631-00.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230815_99%2F16920989712578qzb4_JPEG%2F%25C3%25BB%25B0%25A3-72662-00.jpg""]","{""일"": [""정기휴무 (매주 일요일)""], ""월"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""화"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""수"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""목"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""금"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""토"": [""11:00 - 22:00"", ""21:30 라스트오더"", ""접기""]}","""비빔밥 (13,000)\n동치미막국수 (12,000)\n꼬리수육 (125,000)\n헤네시vsop하이볼 (14,000)"""
강남역 음식집,본토닭갈비 강남점,닭갈비,서울 서초구 강남대로 421,서초동 1306-5,06614,4.21,37.48818,127.01751,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180115_299%2F1515991972316NGGFx_JPEG%2FoFFBUyHpcnTLF-7bxsI0pePF.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180115_172%2F1515991972343smHtS_JPEG%2F1QlLWh1TOhtAu7h8eo0tQKjq.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180115_267%2F1515991972360Xu7dU_JPEG%2F7WJY1ufgVmvnvc8hXhecHswL.JPG.jpg""]","{""일"": [""정기휴무 (매주 일요일)""], ""월"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""화"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""수"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""목"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""금"": [""11:00 - 22:00"", ""21:30 라스트오더""], ""토"": [""11:00 - 22:00"", ""21:30 라스트오더"", ""접기""]}","""닭갈비+볶음밥 무한리필 (11,000)\n부대찌개(공기밥 무제한) (8,500)\n주류 무제한(소주+맥주!!) (8,000)\n닭갈비런치세트(2인분에 치즈사리) (22,000)"""
강남역 음식집,큰물참치 강남점,생선회,서울 강남구 테헤란로2길 27 패스트파이브빌딩 1층 102호,역삼동 826-48,06241,4.36,37.49988,127.03856,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231019_236%2F16976915936439thSY_JPEG%2F20230315_181246_008.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231019_221%2F1697691375822IiD5m_JPEG%2FIMG_5459.JPG"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231019_167%2F1697691593759ykXhr_JPEG%2F20230315_181852_088.jpg""]","{""대체 정보"": ""매일\n11:30 - 22:30\n15:00 - 17:00 브레이크타임""}","""모밀정식 (15,000)\n일식돈까스 (13,000)\n꽁치김치찜 (13,000)\n장어정식 (40,000)"""
강남역 음식집,대치동집 강남점,돼지고기구이,"서울 강남구 강남대로84길 26 지상1층, 지하1층",역삼동 827-43,06240,4.36,37.49988,127.03856,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221210_112%2F1670670160536XUuDm_JPEG%2FIMG_7408.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221210_94%2F1670670160601RQAV4_JPEG%2FIMG_7380.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221210_166%2F1670670160976DI9y7_JPEG%2FIMG_7422.jpg""]","{""일"": [""14:30 - 04:30"", ""04:00 라스트오더""], ""월"": [""11:00 - 04:30"", ""04:00 라스트오더""], ""화"": [""11:00 - 04:30"", ""04:00 라스트오더""], ""수"": [""11:00 - 04:30"", ""04:00 라스트오더""], ""목"": [""11:00 - 04:30"", ""04:00 라스트오더""], ""금"": [""11:00 - 04:30"", ""04:00 라스트오더""], ""토"": [""14:30 - 04:30"", ""04:00 라스트오더"", ""접기""]}","""냉동삼겹살 (13,000)\n엄마손 김치찌개 (8,000)\n할머니 청국장찌개 (8,000)\n국물떡볶이 (8,000)"""
강남역 음식집,153구포국수 강남역점,국수,서울 강남구 테헤란로4길 6 강남역센트럴푸르지오시티 B102호,역삼동 825-20,06232,4.36,37.49988,127.03856,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240331_263%2F1711842731663kreoh_JPEG%2F1711030177293.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240331_11%2F1711842602642gLIu3_JPEG%2FResized_20240331_084624_1711842472723.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240331_62%2F1711842595894MBhei_JPEG%2FResized_20240331_084645_1711842464921.jpeg""]","{""일"": [""14:30 - 04:30"", ""04:00 라스트오더""], ""월"": [""11:00 - 04:30"", ""04:00 라스트오더""], ""화"": [""11:00 - 04:30"", ""04:00 라스트오더""], ""수"": [""11:00 - 04:30"", ""04:00 라스트오더""], ""목"": [""11:00 - 04:30"", ""04:00 라스트오더""], ""금"": [""11:00 - 04:30"", ""04:00 라스트오더""], ""토"": [""14:30 - 04:30"", ""04:00 라스트오더"", ""접기""]}","""잔치국수 (7,500)\n[No.1] 비빔국수 (8,000)\n[BEST] 키토마요 김밥 (6,000)\n[강추] 153지단 김밥 (5,500)"""
강남역 음식집,딸부자네불백 강남역점,"육류,고기요리",서울 강남구 봉은사로6길 38 정암빌딩,역삼동 619,06128,4.31,37.49988,127.03856,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170617_169%2F1497700597568nlH50_JPEG%2F186567608656978_0.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170617_14%2F1497700597849MLBVf_JPEG%2F186567608656978_1.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170617_243%2F1497700598259aiQlz_JPEG%2F186567608656978_2.jpeg""]","{""대체 정보"": ""매일\n00:00 - 24:00""}","""딸불백정식 (12,000)\n소불백정식 (14,000)\n낙지복음 (15,000)\n김치찌개 (12,000)"""
강남역 음식집,심가네칼국수 강남역본점,"칼국수,만두",서울 강남구 강남대로78길 30 1층,역삼동 830-3,06243,4.49,37.49988,127.03856,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220521_11%2F165314511221759LTs_JPEG%2F20220517_194130.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220521_84%2F1653145096383GLMQv_JPEG%2F20220517_194108.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210614_204%2F1623668564043i6fJf_JPEG%2FtuU_iHD0xsFTI5D4o9CVMZf1.jpg""]","{""일"": [""10:00 - 22:00"", ""21:30 라스트오더""], ""월"": [""10:00 - 23:00"", ""22:30 라스트오더""], ""화"": [""10:00 - 23:00"", ""22:30 라스트오더""], ""수"": [""10:00 - 23:00"", ""22:30 라스트오더""], ""목"": [""10:00 - 23:00"", ""22:30 라스트오더""], ""금"": [""10:00 - 23:00"", ""22:30 라스트오더""], ""토"": [""10:00 - 22:00"", ""21:30 라스트오더"", ""- 추석연휴 영업합니다"", ""접기""]}","""칼국수 (10,000)\n콩국수 (13,000)\n만두국 (10,000)\n곰국밥 (10,000)"""
강남역 음식집,강남복칼국수,복어요리,서울 서초구 서초대로74길 23 서초타운트라팰리스 2층,서초동 1327,06621,4.57,37.48818,127.01751,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160602_239%2F1464870370080C59Gm_JPEG%2F11711554_01.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240222_88%2F1708597300548JrSrA_JPEG%2FIMG_4422.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160602_187%2F1464870370148KtuMS_JPEG%2F11711554_02.jpg""]","{""일"": [""10:00 - 22:00"", ""21:30 라스트오더""], ""월"": [""10:00 - 23:00"", ""22:30 라스트오더""], ""화"": [""10:00 - 23:00"", ""22:30 라스트오더""], ""수"": [""10:00 - 23:00"", ""22:30 라스트오더""], ""목"": [""10:00 - 23:00"", ""22:30 라스트오더""], ""금"": [""10:00 - 23:00"", ""22:30 라스트오더""], ""토"": [""10:00 - 22:00"", ""21:30 라스트오더"", ""- 추석연휴 영업합니다"", ""접기""]}","""저녁 예약시 1인(주류 제외) (40,000)\n점심 2인 단독룸 “단독”표기 부탁 (40,000)\n점심 2인 예약시 1인당 주류제외 (40,000)\n복칼국수(2인이상) (13,000)"""
강남역 음식집,풍년참숯갈비 강남점,"육류,고기요리",서울 서초구 서초대로74길 29 서초파라곤 102호,서초동 1327-29,06621,4.39,37.48818,127.01751,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221026_237%2F1666786338893fRnVm_JPEG%2F9781F87E-4B38-4F6D-86F2-D632F816DA69.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221026_52%2F16667864131934uXqa_JPEG%2FEA438522-A0D3-4720-A635-A927B47B7B71.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221026_125%2F1666786413193EjQz7_JPEG%2F95D4574A-DFCD-4B08-B4DF-D1DE10065B29.jpeg""]","{""대체 정보"": ""매일\n10:00 - 22:00""}","""(점심메뉴) 생고기김치찌개전골 (10,000)\n(점심메뉴)차돌된장 (9,000)\n(점심메뉴)우렁된장 (9,000)\n돼지갈비 (20,000)"""
