category,storename,type,address,lot_address,postal_code,rating,latitude,longitude,images,hours,menu
강남역 음식점,어거스트 힐 강남점,양식,서울 강남구 강남대로106길 25,역삼동 616-18,06124,4.56,37.49988,127.03856,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240220_241%2F1708398564214Rqc5U_JPEG%2F%25C6%25BC%25BA%25BB.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240220_288%2F1708398564182SvuYg_JPEG%2F%25C8%25AD%25B8%25E9_%25C4%25B8%25C3%25B3_2024-02-20_112056.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180726_6%2F1532595749647s1gR9_JPEG%2FWkdXX8CQFijxaIKhSORjQ_i3.jpg""]","{""목"": [""11:30 - 22:00"", ""21:00 라스트오더""], ""금"": [""11:30 - 22:00"", ""21:00 라스트오더""], ""토"": [""11:30 - 22:00"", ""21:00 라스트오더""], ""일"": [""11:30 - 22:00"", ""21:00 라스트오더""], ""월"": [""11:30 - 22:00"", ""21:00 라스트오더""], ""화"": [""11:30 - 22:00"", ""21:00 라스트오더""], ""수"": [""11:30 - 22:00"", ""21:00 라스트오더"", ""- 식사 이용 시간 : 100분"", ""접기"", ""영업시간 수정 제안하기""]}","[""티본스테이크 700g 119000"", ""수제 베이컨 콥샐러드 21900"", ""채끝 스테이크 300g 49900"", ""토마호크 스테이크 100g당 19700""]"
강남역 음식점,호앙비엣 moc 강남역점,베트남음식,"서울 강남구 강남대로102길 31 지상1층 1호, 2호",역삼동 617-4,06124,0.0,37.49988,127.03856,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241017_117%2F17291624075438u6Jr_JPEG%2Ffree.me.eom_1728910398_3478675007998740611_1470191227.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241017_5%2F1729162407566MqmNj_JPEG%2Fe.juboo_1711067555_3328998392583472900_44553589001.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241017_57%2F1729162407598NUrD4_JPEG%2Ffree.me.eom_1728910397_3478675007646308017_1470191227.jpg""]","{""목"": [""11:00 - 21:00"", ""20:00 라스트오더""], ""금"": [""11:00 - 21:00"", ""20:00 라스트오더""], ""토"": [""11:00 - 21:00"", ""20:00 라스트오더""], ""일"": [""11:00 - 21:00"", ""20:00 라스트오더""], ""월"": [""11:00 - 21:00"", ""20:00 라스트오더"", ""화(11/12)"", ""휴무""], ""수"": [""11:00 - 21:00"", ""20:00 라스트오더"", ""접기"", ""영업시간 수정 제안하기""]}","[""소고기 모듬 쌀국수 14000"", ""매운 돼지 등뼈 쌀국수 13000"", ""분팃느엉 11000"", ""반쎄오 12000""]"
강남역 음식점,다몽집 신논현본점,"육류,고기요리",서울 강남구 강남대로100길 13 지하1층/2층 다몽집,역삼동 619-5,06128,4.68,37.49988,127.03856,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230519_12%2F1684490263989xYJaF_JPEG%2FSmartSelect_20230514_235616_Instagram.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230519_294%2F168449026423720K7p_JPEG%2FSmartSelect_20230515_000429_Instagram.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230301_115%2F1677655798092PddnA_JPEG%2FSmartSelect_20221221-094913_Instagram.jpg""]","{""목"": [""15:30 - 05:00"", ""04:00 라스트오더""], ""금"": [""15:30 - 05:00"", ""04:00 라스트오더""], ""토"": [""12:00 - 05:00"", ""04:00 라스트오더""], ""일"": [""12:00 - 23:00"", ""22:00 라스트오더""], ""월"": [""15:30 - 05:00"", ""04:00 라스트오더""], ""화"": [""15:30 - 05:00"", ""04:00 라스트오더""], ""수"": [""15:30 - 05:00"", ""04:00 라스트오더"", ""접기"", ""영업시간 수정 제안하기""]}","[""연목살170g 17000"", ""할머니된장찌개 9000"", ""트러플 육회 1한우 23000"", ""치즈 폭탄 감자 볶음밥 9000""]"
강남역 음식점,이자카야 열,이자카야,서울 서초구 강남대로 345 2층,서초동 1329-6,06626,4.35,37.48818,127.01751,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190305_299%2F1551777894390vWx9g_JPEG%2FKjtMNXcYpliaLqO_45CjRl7s.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190305_116%2F1551777934905IKwxP_JPEG%2Fr-JKVSoTsBNer9qq8P_stJ92.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190305_166%2F1551778017045zD35t_JPEG%2FeuEtk6FbNSzec5U4r520NiVE.jpeg.jpg""]","{""목"": [""15:30 - 05:00"", ""04:00 라스트오더""], ""금"": [""15:30 - 05:00"", ""04:00 라스트오더""], ""토"": [""12:00 - 05:00"", ""04:00 라스트오더""], ""일"": [""12:00 - 23:00"", ""22:00 라스트오더""], ""월"": [""15:30 - 05:00"", ""04:00 라스트오더""], ""화"": [""15:30 - 05:00"", ""04:00 라스트오더""], ""수"": [""15:30 - 05:00"", ""04:00 라스트오더"", ""접기"", ""영업시간 수정 제안하기""]}","[""코스 55000"", ""세이로 무시 58000"", ""계절 모듬 사시미 50000"", ""참치 타르타르 25000""]"
강남역 음식점,하이디라오 서초지점,중식당,서울 서초구 서초대로77길 54 2층 하이디라오 훠궈,서초동 1303-37,06611,4.63,37.48818,127.01751,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20240320_27%2F1710902608000HcjFE_JPEG%2F20240320-114057.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20231025_15%2F1698211713629glQAU_PNG%2F-3cWUS6vZ-8NvglUNWekEzpW.png"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20231025_155%2F1698211710337qE828_JPEG%2F%25CB%25B0%25D1%25F5%25EF%25C103.JPG""]","{""대체 정보"": ""매일\n10:00 - 07:00\n05:00 라스트오더""}","[""두부피100g 4200"", ""두가지탕똠양꿍탕 13000"", ""루로우판대만식 제육덮밥 3500"", ""마라닭 8900""]"
강남역 음식점,던킨 라이브 강남,도넛,서울 서초구 강남대로 373 홍우빌딩 1층,서초동 1328,06621,4.46,37.48818,127.01751,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210909_131%2F1631155339888lVkLC_JPEG%2FacZndlHJEYYzB5AY1uYFxZGc.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210909_252%2F1631154414153zAi7k_JPEG%2FJ39EJpT30YXp2_JWvf4poJ_t.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210909_119%2F1631154414131Jfxlu_JPEG%2FAQNZWk344p2DjPwK9Xnv1oFT.jpg""]","{""대체 정보"": ""매일\n10:00 - 07:00\n05:00 라스트오더""}","[""바질 에그베네딕트 3900원"", ""약과선물세트12개입 4500원"", ""해피먼치킨컵 10ea 5000원"", ""크림치즈플레인 1100원""]"
강남역 음식점,쭈꾸미랩소디 강남점,주꾸미요리,서울 강남구 강남대로98길 12-3 1층 쭈꾸미랩소디,역삼동 817-33,06129,0.0,37.49988,127.03856,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210531_95%2F1622451872161y1LpT_JPEG%2FNsPuVEEerYRuJDV18eFhuz1k.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210629_15%2F1624957490432Dlczj_JPEG%2FEIpTa5DbTYPl4AoZTpnAefvx.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210629_24%2F1624957464596c8QVR_JPEG%2FSSiBVClQjoqzaRlCh0pGjMAi.jpg""]","{""목"": [""11:00 - 22:00"", ""16:00 - 17:00 브레이크타임"", ""15:00, 21:00 라스트오더""], ""금"": [""11:00 - 22:00"", ""16:00 - 17:00 브레이크타임"", ""15:00, 21:00 라스트오더""], ""토"": [""11:00 - 22:00"", ""16:00 - 17:00 브레이크타임"", ""15:00, 21:00 라스트오더""], ""일"": [""11:00 - 22:00"", ""16:00 - 17:00 브레이크타임"", ""15:00, 21:00 라스트오더""], ""월"": [""11:00 - 22:00"", ""16:00 - 17:00 브레이크타임"", ""15:00, 21:00 라스트오더""], ""화"": [""11:00 - 22:00"", ""16:00 - 17:00 브레이크타임"", ""15:00, 21:00 라스트오더""], ""수"": [""11:00 - 22:00"", ""16:00 - 17:00 브레이크타임"", ""15:00, 21:00 라스트오더"", ""- 브레이크타임 전 마지막 주문은 15시까지 가능"", ""접기"", ""영업시간 수정 제안하기""]}","[""곱쭈콤보1인 17000"", ""쭈차돌세트1인 15000"", ""직화쭈꾸미 세트 1인 16000"", ""묵사발 5000""]"
강남역 음식점,베트남이랑,베트남음식,서울 서초구 서초대로77길 15 대경빌딩 지하 1층,서초동 1317-5,06615,4.44,37.48818,127.01751,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240828_106%2F17248386784337IouL_JPEG%2FdxmZ5fAPTn_03.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241002_250%2F1727856311596Ccr1l_JPEG%2FM5.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240725_180%2F1721899907740Tq3yB_JPEG%2FDSC03903.jpg""]","{""목"": [""11:00 - 22:00"", ""16:00 - 17:00 브레이크타임"", ""15:00, 21:00 라스트오더""], ""금"": [""11:00 - 22:00"", ""16:00 - 17:00 브레이크타임"", ""15:00, 21:00 라스트오더""], ""토"": [""11:00 - 22:00"", ""16:00 - 17:00 브레이크타임"", ""15:00, 21:00 라스트오더""], ""일"": [""11:00 - 22:00"", ""16:00 - 17:00 브레이크타임"", ""15:00, 21:00 라스트오더""], ""월"": [""11:00 - 22:00"", ""16:00 - 17:00 브레이크타임"", ""15:00, 21:00 라스트오더""], ""화"": [""11:00 - 22:00"", ""16:00 - 17:00 브레이크타임"", ""15:00, 21:00 라스트오더""], ""수"": [""11:00 - 22:00"", ""16:00 - 17:00 브레이크타임"", ""15:00, 21:00 라스트오더"", ""- 브레이크타임 전 마지막 주문은 15시까지 가능"", ""접기"", ""영업시간 수정 제안하기""]}","[""모듬쌀국수 12000"", ""모듬곱창쌀국수 15000"", ""소고기 반미 8000"", ""분짜 12000""]"
강남역 음식점,딘타이펑 강남점,중식당,서울 서초구 서초대로73길 12 세계빌딩,서초동 1317-31,06615,4.45,37.48818,127.01751,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_257%2F14410536311386UNK8_JPEG%2F166761513551604_0.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_141%2F1441053631474Fblmo_JPEG%2F166761513551604_1.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_85%2F1441053631847xuhht_JPEG%2F166761513551604_2.jpg""]","{""목"": [""18:00 - 24:00"", ""23:30 라스트오더""], ""금"": [""18:00 - 02:00"", ""01:30 라스트오더""], ""토"": [""15:30 - 02:00"", ""01:30 라스트오더""], ""일"": [""18:00 - 24:00"", ""23:30 라스트오더""], ""월"": [""18:00 - 24:00"", ""23:30 라스트오더""], ""화"": [""18:00 - 24:00"", ""23:30 라스트오더""], ""수"": [""18:00 - 24:00"", ""23:30 라스트오더"", ""- 공휴일 전날은 AM 2:00까지 운영합니다."", ""접기"", ""영업시간 수정 제안하기""]}","[""샤오롱바오4 6500"", ""닭고기샤오롱바오4 8000"", ""자연송이샤오롱바오4 10000"", ""게살샤오롱바오4 9000""]"
강남역 음식점,이자카야 공감 강남역점,이자카야,서울 서초구 강남대로65길 7 피렌체빌딩2층,서초동 1307-18,06614,0.0,37.48818,127.01751,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240125_95%2F1706160894854siDqr_JPEG%2F417194499_1007742670321468_8817562155567528056_n.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240125_136%2F17061608948492FjEz_JPEG%2F417405387_2085215555176020_5818753339860057840_n.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240125_245%2F1706160894849DvTth_JPEG%2FKakaoTalk_20240108_101846672_03.jpg""]","{""목"": [""16:30 - 01:30""], ""금"": [""16:30 - 03:00""], ""토"": [""16:30 - 03:00""], ""일"": [""16:30 - 01:30""], ""월"": [""16:30 - 01:30""], ""화"": [""16:30 - 01:30""], ""수"": [""16:30 - 01:30"", ""- 정부 방역 지침으로 인한 영업시간 변경"", ""접기"", ""영업시간 수정 제안하기""]}","[""공감모듬사시미 38000"", ""나가사끼 짬뽕나베 25000"", ""김치카츠나베 24000"", ""해물누룽지나베 25000""]"
강남역 음식점,치스타리에 강남역점,양식,서울 강남구 강남대로106길 9 지하1층 치스타,역삼동 810-9,06123,0.0,37.49988,127.03856,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241013_150%2F1728746245776u7rbr_JPEG%2F%25BD%25AC%25B8%25B2%25C7%25C1_%25C5%25F5%25BF%25F2%25B9%25D9_%25C4%25A1%25BD%25BA%25C5%25B8.JPG"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241013_154%2F1728746245795z7k8m_JPEG%2F%25BD%25AC%25B8%25B2%25C7%25C1_%25C6%25E4%25C6%25DB%25B7%25CE%25B4%25CF_%25B7%25CE%25C1%25A6_%25C4%25A1%25BD%25BA%25C5%25B8.JPG"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241013_185%2F1728746245746ADFO0_JPEG%2F%25BD%25AC%25B8%25B2%25C7%25C1_%25C6%25AE%25B7%25AF%25C7%25C3_%25C5%25A9%25B8%25B2_%25C4%25A1%25BD%25BA%25C5%25B8.JPG""]","{""목"": [""11:30 - 22:50"", ""22:20 라스트오더""], ""금"": [""11:30 - 22:50"", ""22:20 라스트오더""], ""토"": [""11:30 - 22:50"", ""22:20 라스트오더""], ""일"": [""11:30 - 22:50"", ""22:20 라스트오더""], ""월"": [""11:30 - 22:50"", ""22:20 라스트오더""], ""화"": [""11:30 - 22:50"", ""22:20 라스트오더""], ""수"": [""11:30 - 22:50"", ""22:20 라스트오더"", ""접기"", ""영업시간 수정 제안하기""]}","[""쉬림프 트러플 크림 파스타 21000"", ""쉬림프 투움바 치스타 28000"", ""페퍼로니 로제 치스타 24000"", ""쉬림프 볼로네제 치스타 30000""]"
강남역 음식점,땀땀,베트남음식,서울 강남구 강남대로98길 12-5,역삼동 817-31,06129,0.0,37.49988,127.03856,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220221_261%2F16454503317562yFmi_JPEG%2F20220211_183614.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171018_89%2F1508316569740SY2Wp_JPEG%2FLaXDGeV6OgWk2v5umrjjaAB9.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171102_248%2F1509592621235i3bEJ_JPEG%2F8gIhbVICdeZKyK58cKMqt5yG.jpg""]","{""목"": [""11:00 - 22:00"", ""20:30 라스트오더""], ""금"": [""11:00 - 22:00"", ""20:30 라스트오더""], ""토"": [""11:00 - 22:00"", ""20:30 라스트오더""], ""일"": [""11:00 - 22:00"", ""20:30 라스트오더""], ""월"": [""11:00 - 22:00"", ""20:30 라스트오더""], ""화"": [""11:00 - 22:00"", ""20:30 라스트오더""], ""수"": [""11:00 - 22:00"", ""20:30 라스트오더"", ""접기"", ""영업시간 수정 제안하기""]}","[""프리미엄 보양 쌀국수 17000"", ""매운 소곱창 쌀국수 16000"", ""매운한우소곱창쌀국수 24000"", ""짜조 넴람 2ea 3500""]"
강남역 음식점,7번방 강남점,요리주점,서울 서초구 서초대로77길 43 경원빌딩,서초동 1308-5,,0.0,37.48818,127.01751,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221223_164%2F1671783439233MfrTI_JPEG%2FKakaoTalk_20221223_161700040_08.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230723_218%2F16901117161862gL7s_JPEG%2FKakaoTalk_20230718_174246221_19.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221223_190%2F1671783439775kYfv2_JPEG%2FKakaoTalk_20221223_161700040_10.jpg""]","{""대체 정보"": ""매일\n15:00 - 09:00""}","[""뉴욕스테이크 22900"", ""치즈닭갈비주먹밥 22900"", ""두부삼겹김치 21900"", ""순살치킨골뱅이 25900""]"
강남역 음식점,육품,돼지고기구이,서울 서초구 강남대로65길 12 2층 육품,서초동 1308-16,06612,4.42,37.48818,127.01751,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241024_112%2F1729781868519LK2Ug_JPEG%2FDSC00621.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241024_198%2F1729781868350SLTAe_JPEG%2FDSC00699.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241024_102%2F172978186862177TPH_JPEG%2FDSC00715.jpg""]","{""목"": [""16:00 - 22:30""], ""금"": [""16:00 - 22:30""], ""토"": [""15:00 - 22:30""], ""일"": [""15:00 - 22:30""], ""월"": [""16:00 - 22:30""], ""화"": [""16:00 - 22:30""], ""수"": [""16:00 - 22:30"", ""접기"", ""영업시간 수정 제안하기""]}","[""육품삽결살 17000"", ""육품목살 17000"", ""이베리코베요타목살 19000"", ""육품껍데기항정살 20000""]"
강남역 음식점,빨간의자집 강남역점,"육류,고기요리",서울 강남구 테헤란로1길 28-13 1층 빨간의자집 강남역점,역삼동 817-28,06129,0.0,37.49988,127.03856,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240216_130%2F1708059142177C15Yd_JPEG%2FKakaoTalk_20240124_181913318_15.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240125_56%2F17061649267625db78_JPEG%2FKakaoTalk_20240124_181913318_23.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240130_41%2F1706600132444KKa9v_JPEG%2FKakaoTalk_20240130_135902926_02.jpg""]","{""목"": [""11:00 - 23:00"", ""14:30 - 16:00 브레이크타임"", ""22:00 라스트오더""], ""금"": [""11:00 - 23:00"", ""14:30 - 16:00 브레이크타임"", ""22:00 라스트오더""], ""토"": [""12:00 - 23:00"", ""22:00 라스트오더""], ""일"": [""12:00 - 23:00"", ""22:00 라스트오더""], ""월"": [""11:00 - 23:00"", ""14:30 - 16:00 브레이크타임"", ""22:00 라스트오더""], ""화"": [""11:00 - 23:00"", ""14:30 - 16:00 브레이크타임"", ""22:00 라스트오더""], ""수"": [""11:00 - 23:00"", ""14:30 - 16:00 브레이크타임"", ""22:00 라스트오더"", ""접기"", ""영업시간 수정 제안하기""]}","[""반판 소세지세트 삼겹살 400g  소세지  가니시대표 55000원"", ""1판 세트 삼겹살 800g  6종 제철 가니시대표 79000원"", ""15판 세트 삼겹살 12Kg  6종 제철 가니시대표 118500원"", ""2판 세트 삼겹살 16kg  6종 제철 가니시대표 158000원""]"
신사역 음식점,샤블리 신사본점,샤브샤브,서울 강남구 강남대로152길 35 2층,신사동 515-9,06035,4.73,37.52232055,127.02770186675215,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220628_288%2F1656385013463vvOsc_JPEG%2FKakaoTalk_20220628_115327237_02.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220628_225%2F1656384980360JobYH_JPEG%2FKakaoTalk_20220628_115327237_01.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220212_81%2F1644665663656SspxR_JPEG%2FB715810A-67E9-4E1E-9E80-0CF90B34883F.jpeg""]","{""목"": [""11:30 - 23:00"", ""22:00 라스트오더""], ""금"": [""11:30 - 23:00"", ""22:00 라스트오더""], ""토"": [""11:30 - 23:00"", ""22:00 라스트오더""], ""일"": [""11:30 - 22:00"", ""21:00 라스트오더""], ""월"": [""11:30 - 23:00"", ""22:00 라스트오더""], ""화"": [""11:30 - 23:00"", ""22:00 라스트오더""], ""수"": [""11:30 - 23:00"", ""22:00 라스트오더"", ""- 모든메뉴 포장가능"", ""접기"", ""영업시간 수정 제안하기""]}","[""샤블리 정식 27000"", ""차돌박이구이  샤브 정식 29000"", ""한우소고기샤브 정식 38000"", ""대패삼겹살 with 샤브샤브 26000""]"
신사역 음식점,메리고라운드 스테이크,양식,서울 강남구 논현로175길 69 원영빌딩 1층,신사동 550-1,06029,0.0,37.52232055,127.02770186675215,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240926_273%2F1727321591534P4fO5_JPEG%2FKakaoTalk_20240925_131056521_11.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240926_280%2F1727321591421iIbWB_JPEG%2FKakaoTalk_20240925_131056521_10.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240408_296%2F1712547638633cnq72_JPEG%2F%25BA%25EA%25B7%25B1%25C4%25A122%25C4%25ED%25C6%25CE.jpg""]","{""목"": [""11:00 - 22:00"", ""15:00 - 16:30 브레이크타임"", ""21:00 라스트오더""], ""금"": [""11:00 - 22:00"", ""15:00 - 16:30 브레이크타임"", ""21:00 라스트오더""], ""토"": [""11:00 - 22:00"", ""15:00 - 16:30 브레이크타임"", ""21:00 라스트오더""], ""일"": [""11:00 - 22:00"", ""15:00 - 16:30 브레이크타임"", ""21:00 라스트오더""], ""월"": [""11:00 - 22:00"", ""15:00 - 16:30 브레이크타임"", ""21:00 라스트오더""], ""화"": [""11:00 - 22:00"", ""15:00 - 16:30 브레이크타임"", ""21:00 라스트오더""], ""수"": [""11:00 - 22:00"", ""15:00 - 16:30 브레이크타임"", ""21:00 라스트오더"", ""접기"", ""영업시간 수정 제안하기""]}","[""함박 스테이크 라이스대표 17000원"", ""스테이크라이스대표 17000원"", ""스테이크 브런치대표 24000원"", ""파스타스테이크 세트대표 69000원""]"
신사역 음식점,이자카야 공감 가로수길점,이자카야,서울 강남구 강남대로154길 41,신사동 516-12,06035,0.0,37.52232055,127.02770186675215,"[""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240120_162%2F1705678422342n11dy_JPEG%2F417194499_1007742670321468_8817562155567528056_n.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240120_101%2F1705678422267tglKv_JPEG%2F417405387_2085215555176020_5818753339860057840_n.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240120_157%2F1705678404640qbply_JPEG%2FKakaoTalk_20240108_101846672_03.jpg""]","{""목"": [""17:00 - 02:30"", ""01:30 라스트오더""], ""금"": [""17:00 - 04:30"", ""03:30 라스트오더""], ""토"": [""17:00 - 04:30"", ""03:30 라스트오더""], ""일"": [""17:00 - 02:30"", ""01:30 라스트오더""], ""월"": [""17:00 - 02:30"", ""01:30 라스트오더""], ""화"": [""17:00 - 02:30"", ""01:30 라스트오더""], ""수"": [""17:00 - 02:30"", ""01:30 라스트오더"", ""접기"", ""영업시간 수정 제안하기""]}","[""제철특사시미56인 98000"", ""제철사시미34인 59000"", ""모듬 사시미23인 45000"", ""광어 연어 사시미 48000""]"
